area,id,year,text,average,canada,france,germany,italy,japan,russia,uk,us,eu
Energy,2017-64,2017,"We are determined to harness the significan economic opportunties, in terms of growth and job creation, offered by the transformation of the energy sector and clean technology",0.5,1,1,0,1,0,,1,-1,1
Energy,2018-63,2018,We commit to ongoing action to strengthen our collective energy security and demonstrate leadership in ensuring that our energy systems continue to drive sustainable economic growth,1,1,1,1,1,1,,1,1,1
Food and Agriculture,2000-xx,2000,"“We attach strong importance to the work of the CODEX Alimentarius Commission (CAC), the principal standard-setting body in food safety, and encourage its Ad Hoc Intergovernmental Task Force on Foods Derived from Biotechnology to produce a substantial interim report before completion of its mandate in 2003.”",0.75,1,1,1,1,1,-1,1,1,
Food and Agriculture,2002-129,2002,"""Working with African countries to reduce poverty through improved sustainable productivity and competitiveness – including by: Supporting the development and the responsible use of tired and tested new technology, including biotechnology, in a safe manner and adapted to the African context, to increase crop production while protecting the environment through decreased usage of fragile land, water and agricultural chemicals;""",0.571428571,1,1,0,0,1,,1,0,
Food and Agriculture,2004-220,2004,"“Although harvests improved in 2003-04, substantial emergency assistance will still be required for Ethiopia, Eritrea, Somalia, and Sudan, in part because of political instability and displacement of populations due to conflicts…Working with other donors, we will do our part to ensure that emergency needs, including food, are met.”",0.666666667,1,1,1,0,1,-1,1,1,1
Food and Agriculture,2005- 90,2005,"“We agree to support a comprehensive set of actions to raise agricultural productivity, strengthen urban-rural linkages and empower the poor, based on national initiatives and in cooperation with the AU/NEPAD Comprehensive Africa Agriculture Development Programme (CAADP) and other African initiatives.”",0.555555556,1,0,1,0,1,-1,1,1,1
Food and Agriculture,2008-220,2008,"""[we will] reverse the overall decline of aid and investment in the agricultural sector, and to achieve significant increases in support of developing country initiatives, including – in Africa – through full and effective implementation of the Comprehensive Africa Agricultural Development Programme (CAADP)""",0.444444444,0,1,1,1,1,-1,0,0,1
Food and Agriculture,2009-246,2009,"""We are committed to increase investments in short, medium and long term agriculture development that directly benefits the poorest and makes best use of international institutions.""",0.888888889,1,1,1,0,1,1,1,1,1
Food and Agriculture,2010-19,2010,"""As of April 30, 2010, we have disbursed/allocated USD $6.5 billion and remain committed to disburse/allocate the full amount of our individual commitments y 2012.""",0,0,0,0,0,0,0,0,0,0
Food and Agriculture,2010-20,2010,"""Reflecting the key connection between cross-border investment an development and the fact that official development assistance alone is not sufficient to achieve global food security, we stress the importance of enhancing international investment in developing counries in a responsible and sustainable way. In this context, we support continued efforts to develop principles for investment in the agricultural sector undertaken by the World Bank, regional development banks, FAO, UNCTAD, and IFAD.""",0.444444444,0,0,0,1,1,1,0,1,0
Food and Agriculture,2011-69,2011,"""[Since the L’Aquila Summit, 22% of the AFSI pledges have been disbursed, and an additional 26% are formally in the process of being disbursed for specific purposes]. We will disburse or allocate our commitments in full by the end of our respective pledging periods.""",0.111111111,1,0,0,0,0,0,0,0,0
Food and Agriculture,2012-33,2012,"""We commit to fulfill outstanding L’Aquila financial pledges""",1,1,1,1,1,1,1,1,1,1
Food and Agriculture,2012-36,2012,"""We commit to launch a New Alliance for Food Security and Nutrition to accelerate the flow of private capital to African agriculture""",0.444444444,1,0,1,-1,0,0,1,1,1
Food and Agriculture,2015-339,2015,"We thus reaffirm our support for the consistent implementation of and strive to alignment of our own ODA-supported investments with the Voluntary Guidelines on the Responsible Governance of Tenure of Land, Fisheries and Forests in the Context of National Food Security (VGGT) and the CFS Principles for Responsible Investment in Agriculture and Food Systems.",0.625,0,0,1,0,1,,1,1,1
Food and Agriculture,2016-188,2016,"Building on the G7 Broad Food Security and Nutrition Development Approach, we endorse the G7 Vision for Action on Food Security and Nutrition, which outlines collective actions in the priority areas of: (i) empowering women; (ii) improving nutrition through a people-centered approach that recognizes the diverse food security challenges people face across the rural to urban spectrum; and (iii) ensuring sustainability and resilience within agriculture and food systems.",0.63,0,0,1,0,1,,1,1,1
Food and Agriculture,2017-57,2017,[We will encourage] public-private partnerships (PPPs),0.75,1,1,1,-1,1,,1,1,1
Democracy,2002-44,2002,"""Supporting the NEPAD’s priority political governance objectives – including by: Expanding capacity-building programmes related to political governance in Africa focusing on the NEPAD priority areas of: improving administrative and civil services, strengthening parliamentary oversight, promoting participatory decision-making, and judicial reform.""",0.375,1,1,1,-1,-1,0,1,1,
Democracy,2004-73,2004,"“Establish with willing partners in the region a Democracy Assistance Dialogue that will, under the auspices of the Forum for the Future, bring together in a collaborative and transparent environment willing governments, civil society groups and other organizations from the G-8, EU and others, and countries in the region to: Coordinate and share information and lessons learned on democracy programs in the region, taking into account the importance of local ownership and each country’s particular circumstances;""",1,1,1,1,1,1,1,1,1,1
Democracy,2004-74,2004,"“Establish with willing partners in the region a Democracy Assistance Dialogue that will, under the auspices of the Forum for the Future, bring together in a collaborative and transparent environment willing governments, civil society groups and other organizations from the G-8, EU and others, and countries in the region to: Work to enhance existing democracy programs or initiate new programs;""",1,1,1,1,1,1,1,1,1,1
Democracy,2004-75,2004,"“Establish with willing partners in the region a Democracy Assistance Dialogue that will, under the auspices of the Forum for the Future, bring together in a collaborative and transparent environment willing governments, civil society groups and other organizations from the G-8, EU and others, and countries in the region to: Provide opportunities for participants to develop joint activities, including twinning projects;""",1,1,1,1,1,1,1,1,1,1
Democracy,2004-76,2004,"“Establish with willing partners in the region a Democracy Assistance Dialogue that will, under the auspices of the Forum for the Future, bring together in a collaborative and transparent environment willing governments, civil society groups and other organizations from the G-8, EU and others, and countries in the region to: Foster exchanges with civil society groups and other organizations working on programs in the region.""",1,1,1,1,1,1,1,1,1,1
Democracy,2009-167,2009,"""Recalling the Okinawa Charter on the Global Information Society and the Genoa G8 Action Plan for Digital Divide, we support further initiatives to narrow the digital gap to underpin institution-building, the modernization of public services and the strengthening of legislative and democratic processes.""",0,0,-1,0,-1,0,1,1,0,0
Democracy,2012-102,2012,"""[In response to transition countries’ request for support with reforms that promote transparency, accountability, and good governance, G-8 members will take the following actions:] Launch a Partnership exchange program to pair legislators, judges, regional and municipal leaders and labor unions with G-8 counterparts to build institutional capacity, promote knowledge sharing, and strengthen accountability and good-governance practices in transition countries.""",0,-1,0,1,0,0,-1,1,1,-1
Democracy,2014-117,2014,"We reaffirm our support for a free, prosperous and democratic Libya which will play its role in promoting regional stability.”",-0.125,0,-1,-1,1,-1,,0,1,0
Democracy,2018-230,2018,"Engage directly with internet service providers regarding malicious misuse of information technology by foreign actors, with a particular focus on improving transparency regarding the use and seeking to prevent the illegal use of personal data and breaches of privacy",0.75,0,1,1,1,1,,1,0,1
Democracy,2018-234,2018,"In accordance with applicable laws, ensure a high level of transparency around sources of funding for political parties and all types of political advertising, especially during election campaigns",0.25,1,-1,-1,0,0,,1,1,1
Environment,1996-91,1996,We commit ourselves to strong action and anticipate in 1997: We will assess compliance with international environmental agreements and consider options for enhancing compliance.,0.142857143,0,0,1,0,-1,,1,0,
Environment,2001-49,2001,"We therefore agreed in Okinawa to develop common environmental guidelines for ECAs, drawing on relevant MDB experience. Building on the progress made since last year, we commit to reach agreement in the OECD by the end of the year on a Recommendation that fulfils the Okinawa mandate.",0,0,0,0,0,0,0,0,0,
Environment,2002-142,2002,"""We commit to: Supporting African efforts to improve water resource development and management – including by: Supporting African efforts to promote the productive and environmentally sustainable development of water resources;""",0.666666667,1,1,0,,1,,1,0,
Environment,2003-68,2003,"""We will improve the world-wide reporting and archiving of these data and fill observational gaps of coverage in existing systems.""",0.75,1,1,1,1,1,0,0,1,
Environment,2003-69,2003,"""We will develop an implementation plan to achieve these objectives by next spring’s Tokyo ministerial conference.""",0.75,1,1,1,1,1,0,0,1,
Environment,2003-121,2003,"""We commit to the ratification or acceding to and implementation of the United Nations Convention on the Law of the Sea, which provides the overall legal framework for oceans.”",0.555555556,1,1,0,0,0,1,1,0,1
Environment,2005-16,2005,"“Six months on from the enormous tragedy of the Indian Ocean disaster on 26 December 2004, we have underlined our support for UN work on post-tsunami humanitarian aid and reconstruction, as well as confirming our commitment to reduce the risk from future disasters and to encourage reform of the humanitarian system.”",1,1,1,1,1,1,1,1,1,1
Environment,2008-89,2008,"""We endorse the Kobe Call for Action for Biodiversity and reiterate our commitment to increase our efforts to reduce the rate of biodiversity loss significantly in order to achieve the globally agreed 2010 Biodiversity Target, including by reducing threats from the illicit trade in wildlife.""",0.444444444,1,-1,1,-1,1,1,1,1,0
Environment,2009-81,2009,"""Recognising the intrinsic value of biodiversity and its essential contribution to economic and social well-being and the fundamental role of ecosystem services in poverty reduction, in the achievement of the Millennium Development Goals (MDGs), we: will reinforce our efforts to meet the 2010 Biodiversity Target to significantly reduce the current rate of biodiversity loss at the global, regional and national level;""",0.888888889,1,1,1,0,1,1,1,1,1
Environment,2011-009,2011,"""We will foster green growth as it is essential to fight global warming, represents a promising source of jobs for our societies, and reflects a shared aspiration for more sustainable development.""",0.444444444,0,0,0,0,1,1,1,0,1
Environment,2015-229,2015,We are committed to taking a precautionary approach in deep sea mining.,1,1,1,1,1,1,,1,1,1
Environment,2018-68,2018,"Canada, France, Germany, Italy, Japan, the United Kingdom, and the European Union reaffirm the commitment that we have made to our citizens to reduce air pollution to reach a global carbon-neutral economy over the course of the second half of the century",0.75,1,1,1,0,1,,1,1,1
Environment,2018-69,2018,We reaffirm the commitment that we have made to our citizens to reduce water pollution.,0.38,1,0,1,0,0,,1,0,0
Environment,2018-253,2018,We intend to leverage innovation in the field of Earth observatin technologies and related applications and make them broadly available in the poorest and most vulnerable regions of the world in order to support disaster risk prevention. ,0.75,1,1,1,0,1,,1,0,1
Environment,2018-261,2018,"We encourage the collection, analysis, dissemination and use of gender-sensitive data to bridge gaps in understanding the way women and gils are impacted by risks and catastrophic events, and how they can be engaged in developing and implementing solutions. ",0.71,1,1,1,-1,1,,1,,1
Environment,2018-256,2018,We intend to leverage innovation in the field of Earth observation technologies and related applications and make them broadly available in the poorest and most vulnerable regions of the world in other to support … infrastructure and building design.,0.5,0,1,0,0,1,,1,0,1
Environment,2018-243,2018,"Our efforts will support resilient and quality infrastructure in coasts and coastal communities, particularly in SIDS. This will include advancing the development and deployment of clean and resilient energy systems, including from renewable sources.",0.75,1,1,0,0,1,,1,1,1
Environment,2018-244,2018,"Where appropriate, we will advocate for and support nature-based solutions, such as the protection and rehabilitation of wetlands, mangrove forests, seagrass beds and coral reefs",-0.13,0,1,1,-1,-1,,-1,-1,1
Environment,2018-289,2018,"Supporting secondary markets for plastics including using policy measures and developing international incentives, standards or requirements for product stewardship, design and recycled content. ",0.67,1,1,0,0,,,1,,1
Environment,2018-276,2018,"Further, we will promote the harmonization of monitoring methodologies for marine litter and collaboration on research on its impacts, in cooperation, for example with the United Nations Environment Programme (UNEP) to facilitate this work. ",0.63,1,1,0,0,1,,1,0,1
Environment,2018-271,2018,"We will advance efforts beyond the current 2020 Aichi targets including, the establishment of marine protected areas (MPAs) where appropriate and practicable and contribute towards these objectives. ",0.38,1,0,0,1,-1,,1,1,0
Environment,2019-62,2019,"[In continuation of the previous work done under the G7 and G20, the Leaders acknowledged the urgency to] preserve marine and terrestrial ecosystems, including through nature-based solutions and circular economy",0.75,1,1,1,1,1,,1,-1,1
Environment,2019-61,2019,"Leaders endorsed the G7 Metz Charter on Biodiversity and committed to take swift action on biodiversity, either individually or jointly, in the run up to COP15 of the Convention on Biological Diversity",0.88,1,1,1,1,1,,1,0,1
Macroeconomics,Jan-96,1996,"we share a common commitment to a medium-term strategy: credible fiscal consolidation programs, successful anti-inflationary policies",1,1,1,1,1,1,,1,1,
Macroeconomics,Feb-96,1996,"we share a common commitment to a medium-term strategy: credible fiscal consolidation programs, successful anti-inflationary policies",1,1,1,1,1,1,,1,1,
Macroeconomics,1999-19,1999,"""…we need to pursue balanced macroeconomic policies supportive of domestic demand and investment while preserving price stability.""",1,1,1,1,1,1,,1,1,
Macroeconomics,03-May,2003,"""We reaffirm our commitment to strengthen investor confidence by improving corporate governance, enhancing market discipline and increasing transparency.""",0.25,1,0,1,-1,0,0,0,1,
Macroeconomics,2004-xx,2004,“We agreed that it was important to take advantage of the strong global economic environment to implement further reforms to accelerate growth in our countries.,0.222222222,0,0,0,1,0,1,0,0,0
Macroeconomics,2011-29,2011,"We will ensure that our macroeconomic policies promote sound economic growth, aiming, together with our employment and social policies, at reducing unemployment and enabling a quick re-entry into the labour market.",0.888888889,1,1,1,1,1,1,0,1,1
Macroeconomics,12-Apr,2012,"""We commit to fiscal responsibility and, in this context, we support sound and sustainable fiscal consolidation policies that take into account countries’ evolving economic conditions and underpin confidence and economic recovery.""",0.333333333,0,1,0,1,0,1,0,0,0
Macroeconomics,12-May,2012,"""To raise productivity and growth potential in our economies, we support structural reforms, and investments in education""",0.888888889,1,1,1,1,0,1,1,1,1
Macroeconomics,12-Aug,2012,"""We commit to promote investment to underpin demand, including support for small businesses and public-private partnerships.""",1,1,1,1,1,1,1,1,1,1
Macroeconomics,2012-13,2012,[We support efforts towards regulatory coherence and better alignment of standards to further promote] growth. ,0.555555556,1,1,0,-1,1,1,1,1,0
Macroeconomics,2013-37,2013,We agreed to nurture the global recovery by supporting demand ,0.555555556,0,1,0,0,1,1,1,1,0
Macroeconomics,2013-45,2013,"We reaffirm our commitment to cooperate to achieve a lasting reduction in global imbalances, which surplus and deficit countries must address ",1,1,1,1,1,1,1,1,1,1
Macroeconomics, 2014-03,2014,"We will continue to implement our fiscal strategies flexibly to take into account near-term economic conditions, so as to support growth and job creation, while putting debt as a share of GDP on a sustainable path. ",0.38,1,1,0,0,0,,1,0,0
Macroeconomics,2015-23,2015,"To ensure that G7 countries operate at the technological frontier in the years ahead, we will foster growth by promoting education ",0.875,1,1,1,0,1,,1,1,1
Macroeconomics,2015-31,2015,"We will continue to implement our fiscal strategies flexibly to take into account near-term economic conditions, so as to support growth and job creation, while putting debt as a share of GDP on a sustainable path. ",0.75,1,0,1,0,1,,1,1,1
Macroeconomics, 2016-06,2016,"We reiterate our commitments to using all policy tools - monetary, fiscal, and structural - individually and collectively, to strengthen global demand and address supply constraints, while continuing our efforts to put debt on a sustainable path",0.25,1,0,0,0,0,,0,0,1
Macroeconomics,2017-29,2017,"To this end, we reaffirm our commitment to use all policy tools - monetary, fiscal and structural - individually and collectively to achieve strong, sustainable, balanced and inclusive growth. ",0.63,1,0,1,0,0,,1,1,1
Macroeconomics, 2018-5,2018,"We will continue monitoring market developments and using all policy tools to support strong, sustainable, balanced and inclusive growth that generates widespread prosperity",1,1,1,1,1,1,,1,1,1
Macroeconomics, 2020-4,2020,"We are committed to marshalling the full power of our governments to: restore confidence, growth, and protect jobs. ",0.88,0,1,1,1,1,,1,1,1
Macroeconomics, 2020-19,2020,"We resolve to coordinate measures and do whatever it takes, using all policy tools, to achieve strong growth in the G7 economies. ",0.25,0,1,1,-1,0,,0,0,1
Macroeconomics, 2020-20,2020,[we resolve to]…safeguard against downside risks,0.88,1,1,0,1,1,,1,1,1
Macroeconomics, 2020-24,2020,"In facing the economic challenge, we are determined not only to restore the level of growth anticipated before the COVID-19 pandemic. ",0,0,0,0,0,0,,0,0,0
Education,1997-xx - education,1997,"""Measures that expand the availability of high quality education and training and increase the responsiveness of labor markets to economic conditions will aid the ability of our people to adjust to all types of structural changes"".",0.375,1,0,0,0,1,-1,1,1,
Education,2001-29,2001,"""We reaffirm our commitment to help countries meet the Dakar Framework for Action goal of universal primary education by 2015.""",0.571428571,1,1,0,0,1,,1,0,
Education,2001-30,2001,"""We will help foster assessment systems to measure progress, identify best practices and ensure accountability for results.""",0.571428571,1,1,0,0,1,,1,0,
Education,2002-93,2002,"""Supporting the development and implementation by African countries of national educational plans that reflect the Dakar goals on Education for All, and encouraging support for those plans particularly universal primary education by the international community as an integral part of the national development strategies;""",0.571428571,1,1,0,,1,-1,1,1,
Education,2004-50,2004,"We will focus our efforts to reduce illiteracy and increase access to education, especially for girls and women",0.11,0,-1,0,0,0,-1,1,1,1
Education,2005-66,2005,"“As part of this effort, we will work to support the Education for All agenda in Africa, including continuing our support for the Fast Track Initiative (FTI) and our efforts to help FTI-endorsed countries to develop sustainable capacity and identify the resources necessary to pursue their sustainable strategies.”",0.333333333,0,1,1,0,0,0,1,0,0
Education,2006-188,2006,"""We will promote international academic mobility at all levels, significantly increasing the mobility of students, teachers and researchers.""",0.444444444,0,1,1,0,0,1,0,0,1
Education,2006-191,2006,"""We will share information about qualification systems in our countries to increase understanding of national academic practices and traditions.""",0.333333333,0,0,1,0,0,0,0,1,1
Education,2006-205,2006,"""We regret that interim targets related to eliminating gender disparities in primary and secondary education have not been achieved. Greater concerted action by all will be needed to fulfill these key goals by 2015. We reaffirm our commitments in this regard.""",0.222222222,1,1,0,-1,0,0,1,0,0
Education,2007-202,2007,"""The G8 will continue to work with partners and other donors to meet shortfalls in all FTI endorsed countries, estimated by the FTI Secretariat at around US$ 500 million for 2007.""",0.444444444,0,1,0,0,0,0,1,1,1
Education,2008-142,2008,"""We, along with other donors, will continue efforts to mobilize bilateral and multilateral resources to meet the shortfalls of FTI- endorsed countries estimated by the FTI Secretariat at around US$1billion for 2008, while supporting the improvement of its effectiveness through an external evaluation. There should be a strong emphasis placed on the quality of education and program effectiveness.""",0.111111111,0,0,0,0,0,0,1,0,0
Education,2009-157,2009,"""We, along with other donors, are committed to a unified approach, mobilizing predictable bilateral and multilateral resources in order to fulfil the financial shortfall estimated by the FTI at $1.2 billion over the coming 18 months, and to close gaps in education data, policy and capacity to accelerate action on EFA.""",0.555555556,1,1,0,1,0,1,1,0,0
Education,2019-22,2019,"[We will encourage partner countries' governments and other donors to join a collective effort in strengthenin education systems, thus increasing our coordination and our political and financial support to education, including basic education",0.38,1,1,0,0,0,,0,0,1
Conflict Prevention,1996-120,1996,"""We support the High Representative in his work of preparation with the Parties of the establishment of the new institutions: the collective Presidency, the Council of Ministers, the Parliament, the Constitutional Court and the Central Bank. We shall provide the future authorities with the necessary constitutional and legal assistance.""",1,1,1,1,,1,,1,1,
Conflict Prevention,2000-93,2000,"“We express special concern that the proceeds from the illicit trade in diamonds have contributed to aggravating armed conflict and humanitarian crises, particularly in Africa. We therefore call for an international conference, whose results shall be submitted to the UN, building on the UN Security Council Resolution 1306 and inter alia the ‘Kimberley’ process launched by the Government of South Africa, to consider practical approaches to breaking thelink between the illicit trade in diamonds and armed conflict, including consideration of an international agreement on certification for rough diamonds.”",0.625,1,1,1,0,0,0,1,1,
Conflict Prevention,2002-32,2002,"""Training African peace support forces including through the development of regional centres of excellence for military and civilian aspects of conflict prevention and peace support, such as the Kofi Annan International Peace Training Centre;""",0.375,1,1,1,-1,-1,0,1,1,
Conflict Prevention,2004-159,2004,"“Therefore, we commit, consistent with out national laws, to:…Work with interested parties, before the nest Summit, to develop a transportation and logistics support arrangement, which will help provide countries with transportation to deploy to peace operations and logistics support to sustain units in the field. This kind of arrangement, which will take into account existing efforts, should address a key capabilities gap that often prevents timely intervention in crises.”",0.666666667,1,1,1,1,-1,0,1,1,1
Conflict Prevention,05-Mar,2005,"“The G8 in return agreed a comprehensive plan to support Africa's progress. This is set out in our separate statement today. We agreed: to provide extra resources for Africa's peacekeeping forces so that they can better deter, prevent and resolve conflicts in Africa.”",0.666666667,1,1,1,0,1,-1,1,1,1
Conflict Prevention,2006-217,2006,"""We have made substantial progress since Gleneagles. Our key steps over the next year include: continuing, in cooperation with the EU, UN and other partners, to assist the AU and African sub-regional organisations in further developing the African Standby Force including transportation and logistics support arrangements""",0.444444444,1,1,0,0,0,0,0,1,1
Conflict Prevention,2007-213,2007,"""At the same time we remain firmly committed to providing the necessary support to the ASF for its core military capabilities, which require increased investment by troop contributors and donors alike.""",0.444444444,1,1,1,0,0,0,0,1,0
Conflict Prevention,2009-161,2009,"""[We will reinforce G8 programs, taking action to:]provide assistance, including financial, for African-led peace support operations, and work towards flexible and predictable funding.""",0,0,0,0,0,0,-1,0,0,1
Social Policy,1998-xx,1998,,0,,1,0,,,,,,-1
Social Policy,1998-46,1998,"""Each country confirmed its determination to introduce the measures set out in its Action Plans and to pursue the concept of active ageing.""",0.333333333,0,,0,,,,,1,
Social Policy,2000-xx,2000,"""Reform efforts must now focus on maintaining the momentum behind financial and corporate sector reforms, improving public and private sector governance and transparency, and strengthening social safety nets to ensure strong, sustainable growth and avoid future instability.""",0.857142857,1,1,1,,1,0,1,1,
Social Policy,2000-72,2000,"""“The central challenge is to promote a culture that values the experience and knowledge that come with age. To this end, we will:""",0.857142857,1,1,1,,1,0,1,1,
Social Policy,2000-73,2000,"""Make further efforts to remove inappropriate disincentives for people below retirement age to stay in the labour market;""",0.875,1,1,1,1,1,0,1,1,
Financial Regulation,2001-5 - FC,2001,"Looking forward, we endorse our Finance Ministers' recommendations for action to further strengthen the international financial system and their commitment to foster international consensus in this endeavour. In particular, the international financial institutions and the G7 countries should stand ready to help countries adopt the policies required to ensure sustained access to capital markets. We also support our Finance Ministers' suggestions to further develop the framework for private sector involvement.",-0.142857143,1,0,0,0,-1,,0,-1,
Financial Regulation,2001-6 - FC,2001,"Looking forward, we endorse our Finance Ministers' recommendations for action to further strengthen the international financial system and their commitment to foster international consensus in this endeavour. In particular, the international financial institutions and the G7 countries should stand ready to help countries adopt the policies required to ensure sustained access to capital markets. We also support our Finance Ministers' suggestions to further develop the framework for private sector involvement.",-0.142857143,1,0,0,0,-1,,0,-1,
Financial Regulation,2008-3- FR,2008,"""We underscore the importance of implementing the FSF report's recommendations, as set out by the G8 Finance Ministers’ Statement in Osaka. We remain committed to promoting a smooth adjustment of global imbalances""",1,1,1,1,1,1,1,1,1,1
Financial Regulation,2009-21,2009,"""We commit to vigorously pursue the work necessary to ensure global financial stability and an international level playing field, including on compensation structures, definition of capital and the appropriate incentives for risk management of securitisation, accounting and prudential standards, regulation and oversight of systemically important hedge funds, standardisation and resilience of OTC derivative markets, establishment of central clearing counterparties for these products, and regulation and transparency of credit rating agencies.""",0.666666667,1,1,1,-1,1,0,1,1,1
Financial Regulation,2009-203 - FC,2009,"""We are fully committed to implementing rapidly the Washington and the London Summit decisions, including those to strengthen financial regulation and reform International Financial Institutions (IFIs), and to provide them with adequate resources.""",0.555555556,0,0,1,0,1,0,1,1,1
Financial Regulation,2013-76 - FR,2013,[We agree] to ensure that our own tax rules do not allow or encourage any multinational enterprises to reduce overall taxes paid by artificially shifting profits to low-tax jurisdictions. ,0.666666667,1,1,1,1,0,1,1,0,0
Financial Regulation, 2014-11,2014,"[We remain committed to tackling] tax evasion, where we look forward to the rapid implementation of the new single global standard for automatic exchange of tax information.”",1,1,1,1,1,1,,1,1,1
Financial Regulation,2015-49,2015,We commit to strongly promoting automatic exchange of information on cross-border tax rulings. ,0.625,1,1,1,0,0,,1,0,1
Financial Regulation,2015-50,2015,We reiterate our commitment to work with developing countries on the international tax agenda ,0.625,1,-1,1,0,1,,1,1,1
UN Reform,1996-48,1996,"""UNCTAD IX was a major milestone in the renewal of UNCTAD. In close partnership with the other member States, we succeeded in reforming UNCTAD's intergovernmental machinery and in refocusing its work on a small number of priorities to promote development through trade and investment with the aim of facilitating the integration of developing countries in the international trade system. We are committed to the implementation of these reforms.""",0.4,-1,,0,,1,,1,1,
UN Reform,1996-70,1996,"""Conscious of the risks that the present financial crisis poses to the United Nations' ability to function, we are resolved to promote in parallel and as soon as possible a long-term solution based on the adoption of a more equitable scale of contributions, on scrupulous respect by Member States for their financial obligations, and on the payment of arrears.""",0.142857143,1,0,1,0,0,,-1,0,
UN Reform,1996-116,1996,We will continue and reinforce our efforts to improve the functioning of the UN in the economic and social fields and its impact on development. ,0.142857143,1,0,1,0,0,,-1,0,
UN Reform,1996-117,1996,"""We will continue and reinforce our efforts to improve the functioning of the UN in the economic and social fields and its impact on development. We will continue to work in partnership with other members to complete processes underway, including Agenda for Development, and initiate further processes as required. """,0.142857143,1,0,1,0,0,,-1,0,
Labour and Employment,1996-35,1996,"“...we pledge to carry out practical reforms, consistent with the specific situation in each of our countries, aimed at achieving a high level of employment and widely-share prosperity: these include tax and social system reforms to ensure that “work pays,” particularly for the least well- off; lowering social security charges which place a burden on low-skilled jobs, in countries with high indirect labour costs; and improving public employment agencies.” ",0.333333333,1,0,1,,-1,,1,0,
Labour and Employment,1996-36,1996,"“...we pledge to carry out practical reforms, consistent with the specific situation in each of our countries, aimed at achieving a high level of employment and widely-share prosperity: these include tax and social system reforms to ensure that “work pays,” particularly for the least well- off; lowering social security charges which place a burden on low-skilled jobs, in countries with high indirect labour costs; and improving public employment agencies.” ",0.333333333,1,0,1,,-1,,1,0,
Labour and Employment,2012-94,2012,"""[In response to transition countries’ request for support in promoting job creation and allowing their economies to benefit all citizens, G-8 members endorse the following actions:] Provide a new generation of young, hard-working and determined men and women with the skills they need to get good jobs in a competitive economy by supporting increased vocational education through new schools, exchanges, and training programs.""",0.777777778,1,1,1,1,1,-1,1,1,1
Labour and Employment, 2017-09,2017,"To achieve this we must improve knowledge and competences across all sectors and regions of our countries, by fostering innovation and new skills, [with a view to boosting economic growth and to improving people's quality of life.]",0.88,1,1,1,1,1,,1,0,1
Labour and Employment,2017-66,2017,"We also need to address new forms of work and improve working conditions by implementing sound labor market policies and by making adjustments to our elfare systems, when necessary, in a multi-stakeholder approach, so as to provide stability for our labor force. ",0.5,1,1,-1,1,1,,1,-1,1
Labour and Employment,2018-31,2018,We will promote innovation through a culture of lifelong learning among current and future generations of workers,0.75,1,1,1,0,0,,1,1,1
Labour and Employment,2018-30,2018,We are resolved to ensure that all workers have access to the skills and education necessary to adapt and prosper in the new world of work brought by innovation through emerging technologies,1,1,1,1,1,1,,1,1,1
Nuclear Safety,1996-xx,1996,"""We stress the necessity of further progress in the establishment of relevant domestic legislation and in the enhancement of the international regime of nuclear liability as well as in the preparation of an international convention on the safety of radioactive waste management."" (4) ",0.285714286,1,1,1,0,0,,0,-1,
Nuclear Safety,2010-43,2010,"""As we approach the 25th anniversary of the Chernobyl accident in 2011, we will take the necessary steps to complete the final stages of the Chernobyl safety and stabilization projects, and we urge all entities to pursue the highest levels of nuclear safety, security and safeguards when developing new civil nuclear installations.""",0.666666667,0,1,1,0,0,1,1,1,1
East-West Relations,1996-xx,1996,"""We actively support the process of economic and political transition under way for over five years in Central and Eastern Europe.""",1,1,1,1,,1,,1,1,
East-West Relations,Feb-97,1997,"""We support the goal of early Russian accession to the WTO on the basis of conditions generally acceptable to newly acceding members.""",-0.857142857,-1,-1,-1,-1,0,,-1,-1,
Human Rights,1996-72,1996,"We will take care to ensure that women as well as men benefit fully and equally from the recognition of human rights and fundamental freedoms, which were reiterated on the occasion of the Beijing Conference, and that the rights of children be respected.""",0.833333333,1,1,1,,0,,1,1,
Human Rights,2012-66,2012,"We also commit to supporting the right of all people, including women, to freedom of religion in safety and security. ",0.111111111,1,-1,1,-1,-1,-1,1,1,1
Human Rights,2012-49,2012,"We will also continue to support the Government of the Islamic Republic of Afghanistan in its efforts to meet its obligation to protect and promote human rights and fundamental freedoms, including in the rights of women and girls and the freedom to practice religion.",0.777777778,1,1,1,1,1,-1,1,1,1
Human Rights,2013-211,2013,"We support an inclusive Afghan-led and Afghan-owned process of reconciliation, based on the principles of renouncing violence, cutting ties with terrorist groups and respecting the Afghan Constitution, including its human rights provisions, notably on the rights of women and minorities"".",0.888888889,1,1,1,1,1,0,1,1,1
Human Rights,2016-118,2016,"We are determined to continue to fight migrant smuggling and modern slavery, and protect victims of trafficking together with countries of origin, transit and destination. ",0.25,1,0,0,0,-1,,0,1,1
Migration and Refugees,2015-104,2015,[Based on our common values and principles we are committed to] fighting trafficking of migrants,0.63,0,1,1,0,0,,1,1,1
Migration and Refugees,2015-130,2015,[We reaffirm our commitment to] disrupt human trafficking in and beyond our borders,0.88,1,1,1,1,0,,1,1,1
Migration and Refugees,2015-126,2015,We reaffirm our commitment to prevent the trafficking of migrants,0.75,1,1,1,0,0,,1,1,1
