Compliance Score,Summit,Commitment Text,Average,Issue-Area,Country,Year,Mentions Specific Date,Total Number of Commitments,Number of Same-Issue Commitments,Mentions UN,Mentions Developing Countries,Binding Level,GDP,GDP per Capita,GDP per Capita Growth,Host Country,Number of Ministerials,Closest Ministerial,Government Type
0,2014-70,“We confirm our strong commitment to the Deauville Partnership,0.625,Regional Security,Japan,2014,No,141,5,No,No,Higher,4.85E+12,38109.41211,0.507999337,European Union,1,113,Unitary
1,2014-115,"In our funding we decide to give particular support to humanitarian actors that can reach those most in need, including across borders. ",1,Regional Security,Japan,2014,No,141,5,No,No,Higher,4.85E+12,38109.41211,0.507999337,European Union,1,113,Unitary
1,2014-109,“[The G7 are committed to continuing to work with Ukraine to support its] sovereignty and territorial integrity.”,1,Regional Security,Japan,2014,No,141,5,No,No,Higher,4.85E+12,38109.41211,0.507999337,European Union,1,113,Unitary
1,2015-112,"We reiterate our full support for the efforts to find a diplomatic solution to the conflict in eastern Ukraine, particularly in the framework of the Normandy format and the Trilateral Contact Group",0.75,Regional Security,Japan,2015,No,376,17,No,No,Lower,4.39E+12,34524.46986,1.330400881,Germany,2,-54,Unitary
0,2015-118,"We are committed to maintaining a rules-based order in the maritime domain based on the principles of international law, in particular as reflected in the UN Convention on the Law of the Sea. ",0.75,Regional Security,Japan,2015,No,376,17,Yes,No,Higher,4.39E+12,34524.46986,1.330400881,Germany,2,-54,Unitary
1,2017-24,We maintain our commitment to assisting Ukraine in implementing its ambitious and yet necessary reform agenda. ,0.88,Regional Security,Japan,2017,No,180,10,No,No,Higher,4.86E+12,38331.9794,2.096551745,Italy,1,-46,Unitary
-1,1978-48,"The Heads of State and Government, concerned about terrorism and the taking of hostages, declare that their governments will intensify their joint efforts to combat international terrorism",0.29,Terrorism,Japan,1978,No,50,3,No,No,Higher,1.01E+12,8821.843492,4.323652939,Germany,0,365,Unitary
0,1978-49,"To this end, in cases where a country refuses extradition or prosecution of those who have hijacked an aircraft and/or do not return such aircraft, the Heads of State and Government are jointly resolved that their governments shall take immediate action to cease all flights to that country",0.14,Terrorism,Japan,1978,No,50,3,No,No,Higher,1.01E+12,8821.843492,4.323652939,Germany,0,365,Unitary
0,1978-50,"At the same time, their governments will initiate action to halt all incoming flights from that country or from any country by the airlines of the country concerned",0,Terrorism,Japan,1978,No,50,3,No,No,Higher,1.01E+12,8821.843492,4.323652939,Germany,0,365,Unitary
-1,1981-36,"“[The Heads of State and Government are convinced that, in the case of the hijacking of a Pakistan International Airlines aircraft in March, the conduct of the Babrak Karmal government of Afghanistan, both during the incident and subsequently in giving refuge to the hijackers, was and is in flagrant breach of its international obligations under the Hague Convention to which Afghanistan is a party, and constitutes a serious threat to air safety.] Consequently the Heads of State and Government propose to suspend all flights to and from Afghanistan in implementation of the Bonn Declaration unless Afghanistan immediately takes steps to comply with its obligations.”",0,Terrorism,Japan,1981,No,40,7,No,No,Higher,1.22E+12,10361.32306,3.442257676,Canada,0,365,Unitary
1,1996-63,"“We rededicate ourselves and invite others to associate our efforts in order to thwart the activities of terrorists and their supporters, including fund-raising, the planning of terrorist acts, procurement of weapons, calling for violence, and incitement to commit terrorist acts.”",0.833333333,Terrorism,Japan,1996,No,128,7,No,No,Higher,4.83E+12,38436.92631,2.839291738,France,1,33,Unitary
0,2000-103,“We call for all states to become parties to the twelve international counter-terrorism conventions to enhance international cooperation against terrorism.”,0.4,Terrorism,Japan,2000,No,105,4,No,No,Lower,4.89E+12,38532.04088,2.607851315,Japan,0,365,Unitary
1,2001-xx,"We have asked our foreign, finance, justice, and other relevant ministers, as appropriate, to draw up a list of specific measures to enhance our counter terrorism cooperation, including: Expanded use of financial measures and sanctions to stop the flow of funds to terrorists, aviation security, the control of arms exports, security and other services cooperation, the denial of all means of support to terrorism and the identification and removal of terrorist threats.",1,Terrorism,Japan,2001,No,58,0,No,No,Lower,4.3E+12,33846.46564,0.164695475,Italy,0,365,Unitary
1,Apr-02,"We are committed to sustained and comprehensive actions to deny support or sanctuary to terrorists, to bring terrorists to justice, and to reduce the threat of terrorist attacks.",1,Terrorism,Japan,2002,No,187,20,No,No,Higher,4.12E+12,32289.35054,-0.114538322,Canada,0,365,Unitary
1,2003-150,"""the G8 will create a Counter-Terrorism Action Group (CTAG), to
focus on building political will, co‑ordinating capacity building assistance when necessary. CTAG will provide funding, expertise or training facilities.""",1,Terrorism,Japan,2003,No,205,36,No,No,Higher,4.45E+12,34808.39092,1.311201372,France,0,365,Unitary
0,2003-168,"“Given the increasing number of MANPADS (Man-Portable Air Defense Systems) in world-wide circulation, we commit ourselves to reducing their proliferation and call upon all countries to strengthen control of their MANPADS stockpiles”.",0.625,Terrorism,Japan,2003,No,205,36,No,No,Higher,4.45E+12,34808.39092,1.311201372,France,0,365,Unitary
0,2004-122,“Accelerate development of international standards for the interoperability of government-issued smart chip passports and other government-issued identity documents. We will work for implementation by the 2005 Summit.”,0,Terrorism,Japan,2004,Yes,252,33,No,No,Higher,4.82E+12,37688.72234,2.170289266,United States,0,365,Unitary
1,2005- 145,"“We have carried forward initiatives to prevent the spread of weapons of mass destruction to terrorists and other criminals, reinforce international political will to combat terrorism, secure radioactive sources and — as announced at Sea Island — ensure secure and facilitated travel. Today we commit ourselves to new joint efforts. We will work to improve the sharing of information on the movement of terrorists across international borders.”",1,Terrorism,Japan,2005,No,212,14,No,No,Higher,4.76E+12,37217.64873,1.653122597,United Kingdom,0,365,Unitary
-1,2006-271,Preventing any abuse of the migration regime for terrorist purposes while at the same time facilitating legitimate travel,0.13,Terrorism,Japan,2006,No,317,23,No,No,Higher,4.53E+12,35433.98896,1.355753419,Russia,0,365,Unitary
0,2007-314,"""Furthermore, we aim to improve passenger screening programs and
techniques, port facility security audits, security management systems and transportation security clearance programs.""",0.222222222,Terrorism,Japan,2007,No,329,29,No,No,Lower,4.52E+12,35275.22843,1.537441316,Germany,0,365,Unitary
0,2007-318,"""We commend the efforts of the Financial Action Task Force (FATF) and reaffirm our commitment to implement and promote internationally its 40 Recommendations on Money Laundering and nine Special Recommendations on Terror Finance.""",0.777777778,Terrorism,Japan,2007,No,329,29,No,No,Higher,4.52E+12,35275.22843,1.537441316,Germany,0,365,Unitary
-1,2008-246,"""We stress the urgent need for full implementation of existing standards, including Financial Action Task Force (FATF) Special Recommendations VIII and IX, and ask our experts to take steps to share information, evaluate threats, assess new trends and promote implementation and review these efforts next year.""",-0.222222222,Terrorism,Japan,2008,No,296,12,No,No,Higher,5.04E+12,39339.29757,-1.141424849,Japan,0,365,Unitary
0,2009-202,"""We will intensify our efforts in tackling the widest variety of threats, such as chemical, biological, radiological and nuclear terrorism (CBRN), and attacks on critical infrastructure (including critical information infrastructure), sensitive sites, and transportation systems.""",0.777777778,Terrorism,Japan,2009,No,254,4,No,No,Higher,5.23E+12,40855.17564,-5.404594188,Italy,0,365,Unitary
0,2010-65,"""We are committed to further enhancing international cooperation, by strengthening old partnerships and building new ones with governments, multilateral organizations and the private sector.""",0.666666667,Terrorism,Japan,2010,No,73,13,No,No,Higher,5.7E+12,44507.67639,4.173027538,Canada,0,365,Unitary
1,2010-68,"""We underscore our determination to work cooperatively on key challenges, including transportation security, border security and identity integrity, preventing chemical, biological, nuclear and radiological terrorism, combating terrorism financing, countering violent extremism, radicalization leading to violence, and recruitment.""",0.888888889,Terrorism,Japan,2010,No,73,13,No,No,Higher,5.7E+12,44507.67639,4.173027538,Canada,0,365,Unitary
1,2010-70,"""We will seek to build closer cooperation among relevant G8 partner programs to make our effort to address terrorism and related security threats more coherent and effective.""",0.777777778,Terrorism,Japan,2010,No,73,13,No,No,Higher,5.7E+12,44507.67639,4.173027538,Canada,0,365,Unitary
0,2011-145,"""We stand ready to assist the countries affected by this scourge in building their own capacities to fight terrorism and terrorist groups.""",0.555555556,Terrorism,Japan,2011,No,193,8,No,No,Lower,6.16E+12,48167.99727,0.069762808,France,0,365,Unitary
0,2013-171,We support efforts to dismantle the terrorist safe haven in northern Mali.”,0.666666667,Terrorism,Japan,2013,No,214,0,No,No,Lower,5.16E+12,40454.44746,2.147531753,United Kingdom,0,365,Unitary
0,2013-172,We support the swift deployment of a UN stabilisation force in Mali,0.777777778,Terrorism,Japan,2013,No,214,0,Yes,No,Lower,5.16E+12,40454.44746,2.147531753,United Kingdom,0,365,Unitary
-1,2013-178,"“We will also support multinational efforts, including the EU Training Missions in Mali and Somalia, and welcome the establishment of the International Institute of Justice and Rule of Law in Tunisia.”",-0.333333333,Terrorism,Japan,2013,No,214,0,No,No,Higher,5.16E+12,40454.44746,2.147531753,United Kingdom,0,365,Unitary
-1,2013-183,"We are also dedicated to enhancing cooperation to tackle the escalating risks of recruitment and radicalisation, including through providing support to vulnerable communities, and building capacity to counter violent extremism.",0.666666667,Terrorism,Japan,2013,No,214,0,No,No,Lower,5.16E+12,40454.44746,2.147531753,United Kingdom,0,365,Unitary
1,2014-116,We resolve to intensify our efforts to address the treat arising from foreign fighters travelling to Syria,1,Terrorism,Japan,2014,No,141,4,No,No,Higher,4.85E+12,38109.41211,0.507999337,European Union,0,365,Unitary
0,2015-131,"We reaffirm our commitment to defeating [ISIL/Da'esh], combatting the spread of its hateful ideology",0.88,Terrorism,Japan,2015,No,376,5,No,No,Higher,4.39E+12,34524.46986,1.330400881,Germany,0,365,Unitary
-1,2015-133,"we reaffirm our commitment to effectively implement the established international framework for the freezing of terrorists’ assets, and will facilitate cross-border freezing requests among G7 countries.",0.625,Terrorism,Japan,2015,No,376,5,No,No,Higher,4.39E+12,34524.46986,1.330400881,Germany,0,365,Unitary
0,2016-107,We reassert our commitment to countering terrorist financing as declared in the G7 Action Plan on Combatting the Financing of Terrorism at the G7 Finance Ministers and Central Bank Governors' meeting in Sendai.,0.75,Terrorism,Japan,2016,No,342,31,No,No,Higher,4.93E+12,38794.33094,0.725146429,Japan,0,365,Unitary
-1,2016-319,"We support INTERPOL's information sharing role, especially in the areas of Foreign Terrorist Fighters (FTF), stolen and lost travel documents, fire arms and looted and stolen cultural property such as antiques",0.25,Terrorism,Japan,2016,No,342,31,No,No,Lower,4.93E+12,38794.33094,0.725146429,Japan,0,365,Unitary
0,2016-112,"We commit to work to support the implementation of relevant UN Security Council resolutions, to bolster information sharing, to strengthen border security, to improve aviation security, to counter terrorist financing, to fight against trafficking of cultural properties, to prevent and counter violent extremism, to step up our engagement with the private sector and to further coordinate our capacity building assistance.",0.5,Terrorism,Japan,2016,No,342,31,Yes,No,Higher,4.93E+12,38794.33094,0.725146429,Japan,0,365,Unitary
0,2017,"We are determined to increase our efforts to defeat international terrorism in Syria, in particular ISIS/ISIL/Da'esh and al Qaeda.",0.5,Terrorism,Japan,2017,No,180,45,No,No,Higher,4.86E+12,38331.9794,2.096551745,Italy,0,365,Unitary
0,2017-81,"We will counter propaganda supportin terrorism and violent extremism, online recruitment by extremists, radicalization and incitement to violence.",0.75,Terrorism,Japan,2017,No,180,45,No,No,Higher,4.86E+12,38331.9794,2.096551745,Italy,0,365,Unitary
1,2017-112,[We commit ourselves to] enhancing border and aviation secuity.,1,Terrorism,Japan,2017,No,180,45,No,No,Higher,4.86E+12,38331.9794,2.096551745,Italy,0,365,Unitary
1,1996-94,"""We will support public and private efforts to increase the use of information and communication technologies for development and encourage international organizations to assess the appropriate role which they can play.""",0.666666667,Information and Communications Technology,Japan,1996,No,128,3,No,No,Higher,4.83E+12,38436.92631,2.839291738,France,0,365,Unitary
1,2000-16,"“We will set up a Digital Opportunities Task Force (dot force), which will be asked to report to our next meeting its findings and recommendations on global action to bridge the international information and knowledge divide.”",1,Information and Communications Technology,Japan,2000,No,105,4,No,No,Higher,4.89E+12,38532.04088,2.607851315,Japan,0,365,Unitary
1,2000-53,"“We shall strive to promote the digitalization of cultural heritage through, for example, fostering international links between national museum systems, with a view to enhancing public access.",1,Information and Communications Technology,Japan,2000,No,105,4,No,No,Higher,4.89E+12,38532.04088,2.607851315,Japan,0,365,Unitary
1,2001-38,"""We will continue to support the process and encourage all stakeholders to demonstrate ownership, to mobilise expertise and resources and to build on this successful co-operation.""",0.75,Information and Communications Technology,Japan,2001,No,58,4,No,No,Higher,4.3E+12,33846.46564,0.164695475,Italy,0,365,Unitary
1,2001-39,"""We will review the implementation of the Genoa Plan of Action at our next Summit on the basis of a report by the G8 Presidency.""",0.75,Information and Communications Technology,Japan,2001,No,58,4,No,No,Higher,4.3E+12,33846.46564,0.164695475,Italy,0,365,Unitary
1,2001-40,"""We also encourage development of an Action Plan on how e‑Government can strengthen democracy and the rule of law by empowering citizens and making the provision of essential government services more efficient.""",0.75,Information and Communications Technology,Japan,2001,No,58,4,No,No,Lower,4.3E+12,33846.46564,0.164695475,Italy,0,365,Unitary
0,2006-191,"""We will share information about qualification systems in our countries to increase understanding of national academic practices and traditions.""",0.333333333,Information and Communications Technology,Japan,2006,No,317,2,No,No,Higher,4.53E+12,35433.98896,1.355753419,Russia,0,365,Unitary
0,2007-21,"""In partnership with certain developing countries we agree to launch technical assistance pilot plans with a view to building the capacity necessary to combat trade in counterfeited and pirated goods to strengthen intellectual property enforcement.""",0.333333333,Information and Communications Technology,Japan,2007,No,329,0,No,Yes,Higher,4.52E+12,35275.22843,1.537441316,Germany,0,365,Unitary
1,2008-38,"""We will advance existing anti-counterfeiting and piracy initiatives through, inter alia, promoting information exchange systems amongst our authorities, as well as developing non-binding Standards to be Employed by Customs for Uniform Rights Enforcement (SECURE) at the World Customs Organization.""",0.777777778,Information and Communications Technology,Japan,2008,No,296,4,No,No,Higher,5.04E+12,39339.29757,-1.141424849,Japan,0,365,Unitary
1,2009-21,"""We commit to vigorously pursue the work necessary to ensure global financial stability and an international level playing field, including on compensation structures, definition of capital and the appropriate incentives for risk management of securitisation, accounting and prudential standards, regulation and oversight of systemically important hedge funds, standardisation and resilience of OTC derivative markets, establishment of central clearing counterparties for these products, and regulation and transparency of credit rating agencies.""",0.666666667,Information and Communications Technology,Japan,2009,No,254,3,No,No,Higher,5.23E+12,40855.17564,-5.404594188,Italy,0,365,Unitary
1,2009-40,"""We will work to reverse the recent decline in FDI, by fostering an open, receptive climate for foreign investment, especially in emerging and in developing countries.""",0.888888889,Information and Communications Technology,Japan,2009,No,254,3,No,Yes,Higher,5.23E+12,40855.17564,-5.404594188,Italy,0,365,Unitary
0,2009-119,"""The financial crisis makes it doubly important that we improve the
effectiveness of our aid. We are firmly committed to implement the Paris Declaration and the Accra Agenda for Action (AAA), to ensure development effectiveness.""",0.333333333,Information and Communications Technology,Japan,2009,No,254,3,No,No,Higher,5.23E+12,40855.17564,-5.404594188,Italy,0,365,Unitary
1,2011-120,"""For our part, we stand ready to offer additional support through, inter alia, improved mutual market access opportunities to encourage integration into the global economy through increased trade and inward investment in the region, for countries undertaking reforms to open their economies and create competitive conditions.""",0.777777778,Information and Communications Technology,Japan,2011,No,193,5,No,No,Higher,6.16E+12,48167.99727,0.069762808,France,0,365,Unitary
1,2013-115,"G8 members will, by the end of this year, develop action plans, with a view to implementation of the Charter and technical annex by the end of 2015 at the latest. ",0.666666667,Information and Communications Technology,Japan,2013,Yes,214,18,No,No,Higher,5.16E+12,40454.44746,2.147531753,United Kingdom,0,365,Unitary
1,2016-97,"We commit to promote a strategic framework of international cyber stability consisting of the applicability of existing international law to state behaviour in cyberspace, the promotion of voluntary norms of responsible state behaviour during peacetime, and the development and the implementation of practical cyber confidence building measures between states.",0.88,Information and Communications Technology,Japan,2016,No,342,23,No,No,Higher,4.93E+12,38794.33094,0.725146429,Japan,1,-27,Unitary
1,2017,"To achieve this we must improve knowledge and competences across all sectors and regions of our countries, by fostering innovation and new skills, [with a view to boosting economic growth and to improving people's quality of life.]",0.88,Information and Communications Technology,Japan,2017,No,180,5,No,No,Lower,4.86E+12,38331.9794,2.096551745,Italy,1,123,Unitary
1,2001-xx,Hold a G8 Energy Minister conference,1,Energy,Japan,2001,No,58,2,No,No,Higher,4.3E+12,33846.46564,0.164695475,Italy,0,365,Unitary
1,2003-72,"Stimulate fundamental research in renewable energies, such as solar photovoltaics, offshore wind energy, next generation wind turbines, wave/tidal and geothermal, biomass",0.222222222,Energy,Japan,2003,No,205,14,No,No,Lower,4.45E+12,34808.39092,1.311201372,France,0,365,Unitary
1,2004-xx,"“We recognized the need for balanced energy policies, which increase energy supplies and encourage more efficient energy use and conservation, including through new technologies.”",0.777777778,Energy,Japan,2004,No,252,0,No,No,Lower,4.82E+12,37688.72234,2.170289266,United States,0,365,Unitary
1,2006-76,"""We welcome the beginning of implementation of the Joint Oil Data Initiative (JODI) and will take further action to improve and enhance the collection and reporting of market data on oil and other energy sources by all countries including through development of a global common standard for reporting oil and other energy reserves.""",1,Energy,Japan,2006,No,317,78,No,No,Higher,4.53E+12,35433.98896,1.355753419,Russia,1,-122,Unitary
0,2006-263,"""We announce a plan of action to secure global critical energy infrastructure, including defining and ranking vulnerabilities of critical energy infrastructure sites, assessing emerging and potential risks of terrorist attacks, and developing best practices for effective security across all energy sectors within our countries.""",0.555555556,Energy,Japan,2006,No,317,78,No,No,Higher,4.53E+12,35433.98896,1.355753419,Russia,1,-122,Unitary
1,2007-30,"Will prepare national reports, with the assistance of the IEA, evaluating G8 member states’ efforts to adhere to those principles for delivery at the 2008 G8 Summit",0.555555556,Energy,Japan,2007,Yes,329,41,No,No,Higher,4.52E+12,35275.22843,1.537441316,Germany,1,1,Unitary
1,2007-65,"""To this end, we will promote the appropriate policy approaches and
instruments, including inter alia economic incentives and sound fiscal policies, minimum standards for energy efficiency, sound and ambitious energy performance labelling, information campaigns aimed at consumers and industry that enhance national awareness, sector-based voluntary commitments agreed with industry,
investment in research and development and guidelines for public procurement.""",0.888888889,Energy,Japan,2007,No,329,41,No,No,Higher,4.52E+12,35275.22843,1.537441316,Germany,1,1,Unitary
1,2007-90,"""We will make efforts to integrate renewables into the power grid,""",0.777777778,Energy,Japan,2007,No,329,41,No,No,Higher,4.52E+12,35275.22843,1.537441316,Germany,1,1,Unitary
1,2008-26,"""On the demand side, it is important to make further efforts to improve energy efficiency as well as pursue energy diversification.""",0.888888889,Energy,Japan,2008,No,296,26,No,No,Higher,5.04E+12,39339.29757,-1.141424849,Japan,0,365,Unitary
-1,2008-59,"""We recognize the importance of setting mid-term, aspirational goals for energy efficiency. In national goals and objectives, as well as in country specific action plans, we will maximize implementation of the IEA’s 25 recommendations on energy efficiency.""",0.555555556,Energy,Japan,2008,No,296,26,No,No,Higher,5.04E+12,39339.29757,-1.141424849,Japan,0,365,Unitary
1,2008-229,"""[we will] ensure the compatibility of policies for the sustainable production and use of biofuels with food security and accelerate development and commercialization of sustainable second-generation biofuels from non-food plant materials and inedible biomass;""",0.777777778,Energy,Japan,2008,No,296,26,No,No,Higher,5.04E+12,39339.29757,-1.141424849,Japan,0,365,Unitary
1,2009-87,"""commit to design and implement effective policies to improve energy efficiency in all the main sectors of our economies, and to actively promote conservation and energy efficiency among consumers;""",0.555555556,Energy,Japan,2009,No,254,28,No,No,Higher,5.23E+12,40855.17564,-5.404594188,Italy,1,-46,Unitary
1,2009-91,"""improve policy and regulatory frameworks in order to boost investments in renewable energies, and promote their deployment and diffusion also in emerging and developing countries;""",0.777777778,Energy,Japan,2009,No,254,28,No,Yes,Higher,5.23E+12,40855.17564,-5.404594188,Italy,1,-46,Unitary
0,2012-17,"[We commit] to pursue universal access to cleaner, safer and more affordable energy",0.111111111,Energy,Japan,2012,No,141,23,No,No,Higher,6.2E+12,48603.47665,1.657317593,United States,0,365,Unitary
1,2012-31,"We strongly support efforts to rationalize and phase-out over the medium term inefficient fossil fuel subsidies that encourage wasteful consumption, and to continue voluntary reporting on progress",0.333333333,Energy,Japan,2012,No,141,23,No,No,Lower,6.2E+12,48603.47665,1.657317593,United States,0,365,Unitary
1,2012-110,"""[G-8 Leaders identified several actions for the G-8 to take together:]Facilitate free trade in all kinds of energy resources as a means to enhance economic security and decrease price volatility, including by abolishing barriers to trade and by providing for a favorable investment climate in the energy sector.""",0.333333333,Energy,Japan,2012,No,141,23,No,No,Higher,6.2E+12,48603.47665,1.657317593,United States,0,365,Unitary
0,2012-111,"""[G-8 Leaders identified several actions for the G-8 to take together:]Encourage both consumer and producer countries to further enhance the transparency of gas markets through dialogues and development of gas data systems""",0.666666667,Energy,Japan,2012,No,141,23,No,No,Lower,6.2E+12,48603.47665,1.657317593,United States,0,365,Unitary
-1,2014-26,"[Under the Rome G7 Energy Initiative, we will] implement concrete domestic policies by each of our governments separately and together, to build a more competitive, diversified, resilient and lowcarbon energy system.",0.125,Energy,Japan,2014,No,141,19,No,No,Higher,4.85E+12,38109.41211,0.507999337,European Union,1,-30,Unitary
0,2014-35,[Based on these principles we will take the following immediate actions:] We will conduct assessments of our energy security resilience.,0.875,Energy,Japan,2014,No,141,19,No,No,Higher,4.85E+12,38109.41211,0.507999337,European Union,1,-30,Unitary
0,2015-209,we reaffirm our support for Ukraine and other vulnerable countries in their ongoing efforts to reform and liberalize their energy systems ,0.625,Energy,Japan,2015,No,376,20,No,No,Lower,4.39E+12,34524.46986,1.330400881,Germany,1,-27,Unitary
0,2017-64,"We are determined to harness the significan economic opportunties, in terms of growth and job creation, offered by the transformation of the energy sector and clean technology",0.5,Energy,Japan,2017,No,180,6,No,No,Higher,4.86E+12,38331.9794,2.096551745,Italy,1,-47,Unitary
1,2000-xx,"“We attach strong importance to the work of the CODEX Alimentarius Commission (CAC), the principal standard-setting body in food safety, and encourage its Ad Hoc Intergovernmental Task Force on Foods Derived from Biotechnology to produce a substantial interim report before completion of its mandate in 2003.”",0.75,Food and Agriculture,Japan,2000,Yes,105,3,No,No,Higher,4.89E+12,38532.04088,2.607851315,Japan,0,365,Unitary
1,2002-129,"""Working with African countries to reduce poverty through improved sustainable productivity and competitiveness – including by: Supporting the development and the responsible use of tired and tested new technology, including biotechnology, in a safe manner and adapted to the African context, to increase crop production while protecting the environment through decreased usage of fragile land, water and agricultural chemicals;""",0.571428571,Food and Agriculture,Japan,2002,No,187,16,No,No,Lower,4.12E+12,32289.35054,-0.114538322,Canada,0,365,Unitary
1,2004-220,"“Although harvests improved in 2003-04, substantial emergency assistance will still be required for Ethiopia, Eritrea, Somalia, and Sudan, in part because of political instability and displacement of populations due to conflicts…Working with other donors, we will do our part to ensure that emergency needs, including food, are met.”",0.666666667,Food and Agriculture,Japan,2004,Yes,252,49,No,No,Higher,4.82E+12,37688.72234,2.170289266,United States,0,365,Unitary
1,2005- 90,"“We agree to support a comprehensive set of actions to raise agricultural productivity, strengthen urban-rural linkages and empower the poor, based on national initiatives and in cooperation with the AU/NEPAD Comprehensive Africa Agriculture Development Programme (CAADP) and other African initiatives.”",0.555555556,Food and Agriculture,Japan,2005,No,212,3,No,No,Higher,4.76E+12,37217.64873,1.653122597,United Kingdom,0,365,Unitary
1,2008-220,"""[we will] reverse the overall decline of aid and investment in the agricultural sector, and to achieve significant increases in support of developing country initiatives, including – in Africa – through full and effective implementation of the Comprehensive Africa Agricultural Development Programme (CAADP)""",0.444444444,Food and Agriculture,Japan,2008,No,296,27,No,No,Higher,5.04E+12,39339.29757,-1.141424849,Japan,0,365,Unitary
1,2009-246,"""We are committed to increase investments in short, medium and long term agriculture development that directly benefits the poorest and makes best use of international institutions.""",0.888888889,Food and Agriculture,Japan,2009,No,254,20,No,No,Higher,5.23E+12,40855.17564,-5.404594188,Italy,1,-79,Unitary
0,2010-19,"""As of April 30, 2010, we have disbursed/allocated USD $6.5 billion and remain committed to disburse/allocate the full amount of our individual commitments y 2012.""",0,Food and Agriculture,Japan,2010,Yes,73,2,No,No,Higher,5.7E+12,44507.67639,4.173027538,Canada,0,365,Unitary
1,2010-20,"""Reflecting the key connection between cross-border investment an development and the fact that official development assistance alone is not sufficient to achieve global food security, we stress the importance of enhancing international investment in developing counries in a responsible and sustainable way. In this context, we support continued efforts to develop principles for investment in the agricultural sector undertaken by the World Bank, regional development banks, FAO, UNCTAD, and IFAD.""",0.444444444,Food and Agriculture,Japan,2010,No,73,2,Yes,No,Higher,5.7E+12,44507.67639,4.173027538,Canada,0,365,Unitary
0,2011-69,"""[Since the L’Aquila Summit, 22% of the AFSI pledges have been disbursed, and an additional 26% are formally in the process of being disbursed for specific purposes]. We will disburse or allocate our commitments in full by the end of our respective pledging periods.""",0.111111111,Food and Agriculture,Japan,2011,No,193,4,No,No,Higher,6.16E+12,48167.99727,0.069762808,France,0,365,Unitary
1,2012-33,"""We commit to fulfill outstanding L’Aquila financial pledges""",1,Food and Agriculture,Japan,2012,No,141,6,No,No,Higher,6.2E+12,48603.47665,1.657317593,United States,0,365,Unitary
0,2012-36,"""We commit to launch a New Alliance for Food Security and Nutrition to accelerate the flow of private capital to African agriculture""",0.444444444,Food and Agriculture,Japan,2012,No,141,6,No,No,Higher,6.2E+12,48603.47665,1.657317593,United States,0,365,Unitary
1,2015-339,"We thus reaffirm our support for the consistent implementation of and strive to alignment of our own ODA-supported investments with the Voluntary Guidelines on the Responsible Governance of Tenure of Land, Fisheries and Forests in the Context of National Food Security (VGGT) and the CFS Principles for Responsible Investment in Agriculture and Food Systems.",0.625,Food and Agriculture,Japan,2015,No,376,55,No,No,Higher,4.39E+12,34524.46986,1.330400881,Germany,0,365,Unitary
1,2016-188,"Building on the G7 Broad Food Security and Nutrition Development Approach, we endorse the G7 Vision for Action on Food Security and Nutrition, which outlines collective actions in the priority areas of: (i) empowering women; (ii) improving nutrition through a people-centered approach that recognizes the diverse food security challenges people face across the rural to urban spectrum; and (iii) ensuring sustainability and resilience within agriculture and food systems.",0.63,Food and Agriculture,Japan,2016,No,342,4,No,No,Higher,4.93E+12,38794.33094,0.725146429,Japan,1,-32,Unitary
1,2016-57,[We will encourage] public-private partnerships (PPPs),0.75,Food and Agriculture,Japan,2016,No,342,4,No,No,Higher,4.93E+12,38794.33094,0.725146429,Japan,1,-32,Unitary
-1,2002-44,"""Supporting the NEPAD’s priority political governance objectives – including by: Expanding capacity-building programmes related to political governance in Africa focusing on the NEPAD priority areas of: improving administrative and civil services, strengthening parliamentary oversight, promoting participatory decision-making, and judicial reform.""",0.375,Democracy,Japan,2002,No,187,4,No,No,Lower,4.12E+12,32289.35054,-0.114538322,Canada,0,365,Unitary
1,2004-73,"“Establish with willing partners in the region a Democracy Assistance Dialogue that will, under the auspices of the Forum for the Future, bring together in a collaborative and transparent environment willing governments, civil society groups and other organizations from the G-8, EU and others, and countries in the region to: Coordinate and share information and lessons learned on democracy programs in the region, taking into account the importance of local ownership and each country’s particular circumstances;""",1,Democracy,Japan,2004,No,252,6,No,No,Higher,4.82E+12,37688.72234,2.170289266,United States,0,365,Unitary
1,2004-74,"“Establish with willing partners in the region a Democracy Assistance Dialogue that will, under the auspices of the Forum for the Future, bring together in a collaborative and transparent environment willing governments, civil society groups and other organizations from the G-8, EU and others, and countries in the region to: Work to enhance existing democracy programs or initiate new programs;""",1,Democracy,Japan,2004,No,252,6,No,No,Higher,4.82E+12,37688.72234,2.170289266,United States,0,365,Unitary
1,2004-75,"“Establish with willing partners in the region a Democracy Assistance Dialogue that will, under the auspices of the Forum for the Future, bring together in a collaborative and transparent environment willing governments, civil society groups and other organizations from the G-8, EU and others, and countries in the region to: Provide opportunities for participants to develop joint activities, including twinning projects;""",1,Democracy,Japan,2004,No,252,6,No,No,Higher,4.82E+12,37688.72234,2.170289266,United States,0,365,Unitary
1,2004-76,"“Establish with willing partners in the region a Democracy Assistance Dialogue that will, under the auspices of the Forum for the Future, bring together in a collaborative and transparent environment willing governments, civil society groups and other organizations from the G-8, EU and others, and countries in the region to: Foster exchanges with civil society groups and other organizations working on programs in the region.""",1,Democracy,Japan,2004,No,252,6,No,No,Higher,4.82E+12,37688.72234,2.170289266,United States,0,365,Unitary
