Compliance Score,Issue-Area,Country,Year,Mentions Specific Date,Total Number of Commitments,Number of Same-Issue Commitments,Mentions UN,Mentions Developing Countries,Binding Level,GDP,GDP per Capita,GDP per Capita Growth,Host Country,Number of Ministerials,Closest Ministerial,Government Type
0.0,Regional Security,Japan,2013.0,No,214.0,32.0,No,No,Higher,5160000000000.0,40454.44746,2.147531753,United Kingdom,1.0,-69.0,Unitary
0.0,Regional Security,Japan,2014.0,No,141.0,5.0,No,No,Higher,4850000000000.0,38109.412110000005,0.507999337,European Union,1.0,113.0,Unitary
1.0,Regional Security,Japan,2014.0,No,141.0,5.0,No,No,Higher,4850000000000.0,38109.412110000005,0.507999337,European Union,1.0,113.0,Unitary
1.0,Regional Security,Japan,2014.0,No,141.0,5.0,No,No,Higher,4850000000000.0,38109.412110000005,0.507999337,European Union,1.0,113.0,Unitary
1.0,Regional Security,Japan,2015.0,No,376.0,17.0,No,No,Lower,4390000000000.0,34524.469860000005,1.3304008809999999,Germany,2.0,-54.0,Unitary
0.0,Regional Security,Japan,2015.0,No,376.0,17.0,Yes,No,Higher,4390000000000.0,34524.469860000005,1.3304008809999999,Germany,2.0,-54.0,Unitary
1.0,Regional Security,Japan,2017.0,No,180.0,10.0,No,No,Higher,4860000000000.0,38331.9794,2.096551745,Italy,1.0,-46.0,Unitary
-1.0,Terrorism,Japan,1978.0,No,50.0,3.0,No,No,Higher,1010000000000.0,8821.843492,4.323652939,Germany,0.0,365.0,Unitary
0.0,Terrorism,Japan,1978.0,No,50.0,3.0,No,No,Higher,1010000000000.0,8821.843492,4.323652939,Germany,0.0,365.0,Unitary
0.0,Terrorism,Japan,1978.0,No,50.0,3.0,No,No,Higher,1010000000000.0,8821.843492,4.323652939,Germany,0.0,365.0,Unitary
-1.0,Terrorism,Japan,1981.0,No,40.0,7.0,No,No,Higher,1220000000000.0,10361.323059999999,3.442257676,Canada,0.0,365.0,Unitary
1.0,Terrorism,Japan,1996.0,No,128.0,7.0,No,No,Higher,4830000000000.0,38436.92631,2.839291738,France,1.0,33.0,Unitary
0.0,Terrorism,Japan,2000.0,No,105.0,4.0,No,No,Lower,4890000000000.0,38532.04088,2.607851315,Japan,0.0,365.0,Unitary
1.0,Terrorism,Japan,2001.0,No,58.0,0.0,No,No,Lower,4300000000000.0,33846.465639999995,0.164695475,Italy,0.0,365.0,Unitary
1.0,Terrorism,Japan,2002.0,No,187.0,20.0,No,No,Higher,4120000000000.0,32289.350539999996,-0.114538322,Canada,0.0,365.0,Unitary
1.0,Terrorism,Japan,2003.0,No,205.0,36.0,No,No,Higher,4450000000000.0,34808.39092,1.311201372,France,0.0,365.0,Unitary
0.0,Terrorism,Japan,2003.0,No,205.0,36.0,No,No,Higher,4450000000000.0,34808.39092,1.311201372,France,0.0,365.0,Unitary
0.0,Terrorism,Japan,2004.0,Yes,252.0,33.0,No,No,Higher,4820000000000.0,37688.72234,2.170289266,United States,0.0,365.0,Unitary
1.0,Terrorism,Japan,2005.0,No,212.0,14.0,No,No,Higher,4760000000000.0,37217.64873,1.6531225969999999,United Kingdom,0.0,365.0,Unitary
-1.0,Terrorism,Japan,2006.0,No,317.0,23.0,No,No,Higher,4530000000000.0,35433.98896,1.355753419,Russia,0.0,365.0,Unitary
0.0,Terrorism,Japan,2007.0,No,329.0,29.0,No,No,Lower,4520000000000.0,35275.22843,1.537441316,Germany,0.0,365.0,Unitary
0.0,Terrorism,Japan,2007.0,No,329.0,29.0,No,No,Higher,4520000000000.0,35275.22843,1.537441316,Germany,0.0,365.0,Unitary
-1.0,Terrorism,Japan,2008.0,No,296.0,12.0,No,No,Higher,5040000000000.0,39339.297569999995,-1.141424849,Japan,0.0,365.0,Unitary
0.0,Terrorism,Japan,2009.0,No,254.0,4.0,No,No,Higher,5230000000000.0,40855.175639999994,-5.404594188,Italy,0.0,365.0,Unitary
0.0,Terrorism,Japan,2010.0,No,73.0,13.0,No,No,Higher,5700000000000.0,44507.67639,4.173027538,Canada,0.0,365.0,Unitary
1.0,Terrorism,Japan,2010.0,No,73.0,13.0,No,No,Higher,5700000000000.0,44507.67639,4.173027538,Canada,0.0,365.0,Unitary
1.0,Terrorism,Japan,2010.0,No,73.0,13.0,No,No,Higher,5700000000000.0,44507.67639,4.173027538,Canada,0.0,365.0,Unitary
0.0,Terrorism,Japan,2011.0,No,193.0,8.0,No,No,Lower,6160000000000.0,48167.99727,0.069762808,France,0.0,365.0,Unitary
0.0,Terrorism,Japan,2013.0,No,214.0,0.0,No,No,Lower,5160000000000.0,40454.44746,2.147531753,United Kingdom,0.0,365.0,Unitary
0.0,Terrorism,Japan,2013.0,No,214.0,0.0,Yes,No,Lower,5160000000000.0,40454.44746,2.147531753,United Kingdom,0.0,365.0,Unitary
-1.0,Terrorism,Japan,2013.0,No,214.0,0.0,No,No,Higher,5160000000000.0,40454.44746,2.147531753,United Kingdom,0.0,365.0,Unitary
-1.0,Terrorism,Japan,2013.0,No,214.0,0.0,No,No,Lower,5160000000000.0,40454.44746,2.147531753,United Kingdom,0.0,365.0,Unitary
1.0,Terrorism,Japan,2014.0,No,141.0,4.0,No,No,Higher,4850000000000.0,38109.412110000005,0.507999337,European Union,0.0,365.0,Unitary
0.0,Terrorism,Japan,2015.0,No,376.0,5.0,No,No,Higher,4390000000000.0,34524.469860000005,1.3304008809999999,Germany,0.0,365.0,Unitary
-1.0,Terrorism,Japan,2015.0,No,376.0,5.0,No,No,Higher,4390000000000.0,34524.469860000005,1.3304008809999999,Germany,0.0,365.0,Unitary
0.0,Terrorism,Japan,2016.0,No,342.0,31.0,No,No,Higher,4930000000000.0,38794.33094,0.725146429,Japan,0.0,365.0,Unitary
-1.0,Terrorism,Japan,2016.0,No,342.0,31.0,No,No,Lower,4930000000000.0,38794.33094,0.725146429,Japan,0.0,365.0,Unitary
0.0,Terrorism,Japan,2016.0,No,342.0,31.0,Yes,No,Higher,4930000000000.0,38794.33094,0.725146429,Japan,0.0,365.0,Unitary
0.0,Terrorism,Japan,2017.0,No,180.0,45.0,No,No,Higher,4860000000000.0,38331.9794,2.096551745,Italy,0.0,365.0,Unitary
0.0,Terrorism,Japan,2017.0,No,180.0,45.0,No,No,Higher,4860000000000.0,38331.9794,2.096551745,Italy,0.0,365.0,Unitary
1.0,Terrorism,Japan,2017.0,No,180.0,45.0,No,No,Higher,4860000000000.0,38331.9794,2.096551745,Italy,0.0,365.0,Unitary
1.0,Information and Communications Technology,Japan,1996.0,No,128.0,3.0,No,No,Higher,4830000000000.0,38436.92631,2.839291738,France,0.0,365.0,Unitary
1.0,Information and Communications Technology,Japan,2000.0,No,105.0,4.0,No,No,Higher,4890000000000.0,38532.04088,2.607851315,Japan,0.0,365.0,Unitary
1.0,Information and Communications Technology,Japan,2000.0,No,105.0,4.0,No,No,Higher,4890000000000.0,38532.04088,2.607851315,Japan,0.0,365.0,Unitary
1.0,Information and Communications Technology,Japan,2001.0,No,58.0,4.0,No,No,Higher,4300000000000.0,33846.465639999995,0.164695475,Italy,0.0,365.0,Unitary
1.0,Information and Communications Technology,Japan,2001.0,No,58.0,4.0,No,No,Higher,4300000000000.0,33846.465639999995,0.164695475,Italy,0.0,365.0,Unitary
1.0,Information and Communications Technology,Japan,2001.0,No,58.0,4.0,No,No,Lower,4300000000000.0,33846.465639999995,0.164695475,Italy,0.0,365.0,Unitary
0.0,Information and Communications Technology,Japan,2006.0,No,317.0,2.0,No,No,Higher,4530000000000.0,35433.98896,1.355753419,Russia,0.0,365.0,Unitary
0.0,Information and Communications Technology,Japan,2007.0,No,329.0,0.0,No,Yes,Higher,4520000000000.0,35275.22843,1.537441316,Germany,0.0,365.0,Unitary
1.0,Information and Communications Technology,Japan,2008.0,No,296.0,4.0,No,No,Higher,5040000000000.0,39339.297569999995,-1.141424849,Japan,0.0,365.0,Unitary
1.0,Information and Communications Technology,Japan,2009.0,No,254.0,3.0,No,No,Higher,5230000000000.0,40855.175639999994,-5.404594188,Italy,0.0,365.0,Unitary
1.0,Information and Communications Technology,Japan,2009.0,No,254.0,3.0,No,Yes,Higher,5230000000000.0,40855.175639999994,-5.404594188,Italy,0.0,365.0,Unitary
0.0,Information and Communications Technology,Japan,2009.0,No,254.0,3.0,No,No,Higher,5230000000000.0,40855.175639999994,-5.404594188,Italy,0.0,365.0,Unitary
1.0,Information and Communications Technology,Japan,2011.0,No,193.0,5.0,No,No,Higher,6160000000000.0,48167.99727,0.069762808,France,0.0,365.0,Unitary
1.0,Information and Communications Technology,Japan,2013.0,Yes,214.0,18.0,No,No,Higher,5160000000000.0,40454.44746,2.147531753,United Kingdom,0.0,365.0,Unitary
1.0,Information and Communications Technology,Japan,2016.0,No,342.0,23.0,No,No,Higher,4930000000000.0,38794.33094,0.725146429,Japan,1.0,-27.0,Unitary
1.0,Information and Communications Technology,Japan,2017.0,No,180.0,5.0,No,No,Lower,4860000000000.0,38331.9794,2.096551745,Italy,1.0,123.0,Unitary
1.0,Energy,Japan,2001.0,No,58.0,2.0,No,No,Higher,4300000000000.0,33846.465639999995,0.164695475,Italy,0.0,365.0,Unitary
1.0,Energy,Japan,2003.0,No,205.0,14.0,No,No,Lower,4450000000000.0,34808.39092,1.311201372,France,0.0,365.0,Unitary
1.0,Energy,Japan,2004.0,No,252.0,0.0,No,No,Lower,4820000000000.0,37688.72234,2.170289266,United States,0.0,365.0,Unitary
1.0,Energy,Japan,2006.0,No,317.0,78.0,No,No,Higher,4530000000000.0,35433.98896,1.355753419,Russia,1.0,-122.0,Unitary
0.0,Energy,Japan,2006.0,No,317.0,78.0,No,No,Higher,4530000000000.0,35433.98896,1.355753419,Russia,1.0,-122.0,Unitary
1.0,Energy,Japan,2007.0,Yes,329.0,41.0,No,No,Higher,4520000000000.0,35275.22843,1.537441316,Germany,1.0,1.0,Unitary
1.0,Energy,Japan,2007.0,No,329.0,41.0,No,No,Higher,4520000000000.0,35275.22843,1.537441316,Germany,1.0,1.0,Unitary
1.0,Energy,Japan,2007.0,No,329.0,41.0,No,No,Higher,4520000000000.0,35275.22843,1.537441316,Germany,1.0,1.0,Unitary
1.0,Energy,Japan,2008.0,No,296.0,26.0,No,No,Higher,5040000000000.0,39339.297569999995,-1.141424849,Japan,0.0,365.0,Unitary
-1.0,Energy,Japan,2008.0,No,296.0,26.0,No,No,Higher,5040000000000.0,39339.297569999995,-1.141424849,Japan,0.0,365.0,Unitary
1.0,Energy,Japan,2008.0,No,296.0,26.0,No,No,Higher,5040000000000.0,39339.297569999995,-1.141424849,Japan,0.0,365.0,Unitary
1.0,Energy,Japan,2009.0,No,254.0,28.0,No,No,Higher,5230000000000.0,40855.175639999994,-5.404594188,Italy,1.0,-46.0,Unitary
1.0,Energy,Japan,2009.0,No,254.0,28.0,No,Yes,Higher,5230000000000.0,40855.175639999994,-5.404594188,Italy,1.0,-46.0,Unitary
0.0,Energy,Japan,2012.0,No,141.0,23.0,No,No,Higher,6200000000000.0,48603.47665,1.6573175930000001,United States,0.0,365.0,Unitary
1.0,Energy,Japan,2012.0,No,141.0,23.0,No,No,Lower,6200000000000.0,48603.47665,1.6573175930000001,United States,0.0,365.0,Unitary
1.0,Energy,Japan,2012.0,No,141.0,23.0,No,No,Higher,6200000000000.0,48603.47665,1.6573175930000001,United States,0.0,365.0,Unitary
0.0,Energy,Japan,2012.0,No,141.0,23.0,No,No,Lower,6200000000000.0,48603.47665,1.6573175930000001,United States,0.0,365.0,Unitary
-1.0,Energy,Japan,2014.0,No,141.0,19.0,No,No,Higher,4850000000000.0,38109.412110000005,0.507999337,European Union,1.0,-30.0,Unitary
0.0,Energy,Japan,2014.0,No,141.0,19.0,No,No,Higher,4850000000000.0,38109.412110000005,0.507999337,European Union,1.0,-30.0,Unitary
0.0,Energy,Japan,2015.0,No,376.0,20.0,No,No,Lower,4390000000000.0,34524.469860000005,1.3304008809999999,Germany,1.0,-27.0,Unitary
0.0,Energy,Japan,2017.0,No,180.0,6.0,No,No,Higher,4860000000000.0,38331.9794,2.096551745,Italy,1.0,-47.0,Unitary
1.0,Food and Agriculture,Japan,2000.0,Yes,105.0,3.0,No,No,Higher,4890000000000.0,38532.04088,2.607851315,Japan,0.0,365.0,Unitary
1.0,Food and Agriculture,Japan,2002.0,No,187.0,16.0,No,No,Lower,4120000000000.0,32289.350539999996,-0.114538322,Canada,0.0,365.0,Unitary
1.0,Food and Agriculture,Japan,2004.0,Yes,252.0,49.0,No,No,Higher,4820000000000.0,37688.72234,2.170289266,United States,0.0,365.0,Unitary
1.0,Food and Agriculture,Japan,2005.0,No,212.0,3.0,No,No,Higher,4760000000000.0,37217.64873,1.6531225969999999,United Kingdom,0.0,365.0,Unitary
1.0,Food and Agriculture,Japan,2008.0,No,296.0,27.0,No,No,Higher,5040000000000.0,39339.297569999995,-1.141424849,Japan,0.0,365.0,Unitary
1.0,Food and Agriculture,Japan,2009.0,No,254.0,20.0,No,No,Higher,5230000000000.0,40855.175639999994,-5.404594188,Italy,1.0,-79.0,Unitary
0.0,Food and Agriculture,Japan,2010.0,Yes,73.0,2.0,No,No,Higher,5700000000000.0,44507.67639,4.173027538,Canada,0.0,365.0,Unitary
1.0,Food and Agriculture,Japan,2010.0,No,73.0,2.0,Yes,No,Higher,5700000000000.0,44507.67639,4.173027538,Canada,0.0,365.0,Unitary
0.0,Food and Agriculture,Japan,2011.0,No,193.0,4.0,No,No,Higher,6160000000000.0,48167.99727,0.069762808,France,0.0,365.0,Unitary
1.0,Food and Agriculture,Japan,2012.0,No,141.0,6.0,No,No,Higher,6200000000000.0,48603.47665,1.6573175930000001,United States,0.0,365.0,Unitary
0.0,Food and Agriculture,Japan,2012.0,No,141.0,6.0,No,No,Higher,6200000000000.0,48603.47665,1.6573175930000001,United States,0.0,365.0,Unitary
1.0,Food and Agriculture,Japan,2015.0,No,376.0,55.0,No,No,Higher,4390000000000.0,34524.469860000005,1.3304008809999999,Germany,0.0,365.0,Unitary
1.0,Food and Agriculture,Japan,2016.0,No,342.0,4.0,No,No,Higher,4930000000000.0,38794.33094,0.725146429,Japan,1.0,-32.0,Unitary
1.0,Food and Agriculture,Japan,2016.0,No,342.0,4.0,No,No,Higher,4930000000000.0,38794.33094,0.725146429,Japan,1.0,-32.0,Unitary
-1.0,Democracy,Japan,2002.0,No,187.0,4.0,No,No,Lower,4120000000000.0,32289.350539999996,-0.114538322,Canada,0.0,365.0,Unitary
1.0,Democracy,Japan,2004.0,No,252.0,6.0,No,No,Higher,4820000000000.0,37688.72234,2.170289266,United States,0.0,365.0,Unitary
1.0,Democracy,Japan,2004.0,No,252.0,6.0,No,No,Higher,4820000000000.0,37688.72234,2.170289266,United States,0.0,365.0,Unitary
1.0,Democracy,Japan,2004.0,No,252.0,6.0,No,No,Higher,4820000000000.0,37688.72234,2.170289266,United States,0.0,365.0,Unitary
1.0,Democracy,Japan,2004.0,No,252.0,6.0,No,No,Higher,4820000000000.0,37688.72234,2.170289266,United States,0.0,365.0,Unitary
0.0,Democracy,Japan,2009.0,No,254.0,0.0,No,No,Lower,5230000000000.0,40855.175639999994,-5.404594188,Italy,0.0,365.0,Unitary
0.0,Democracy,Japan,2012.0,No,141.0,0.0,No,No,Higher,6200000000000.0,48603.47665,1.6573175930000001,United States,0.0,365.0,Unitary
-1.0,Democracy,Japan,2014.0,No,141.0,0.0,No,No,Higher,4850000000000.0,38109.412110000005,0.507999337,European Union,0.0,365.0,Unitary
-1.0,Environment,Japan,1996.0,Yes,128.0,4.0,No,No,Higher,4830000000000.0,38436.92631,2.839291738,France,1.0,-49.0,Unitary
0.0,Environment,Japan,2001.0,No,58.0,2.0,No,No,Higher,4300000000000.0,33846.465639999995,0.164695475,Italy,1.0,-141.0,Unitary
1.0,Environment,Japan,2002.0,No,187.0,0.0,No,No,Higher,4120000000000.0,32289.350539999996,-0.114538322,Canada,1.0,-75.0,Unitary
1.0,Environment,Japan,2003.0,No,205.0,31.0,No,No,Higher,4450000000000.0,34808.39092,1.311201372,France,1.0,-37.0,Unitary
1.0,Environment,Japan,2003.0,No,205.0,31.0,No,No,Higher,4450000000000.0,34808.39092,1.311201372,France,1.0,-37.0,Unitary
0.0,Environment,Japan,2003.0,No,205.0,31.0,No,No,Higher,4450000000000.0,34808.39092,1.311201372,France,1.0,-37.0,Unitary
1.0,Environment,Japan,2005.0,Yes,212.0,4.0,Yes,No,Higher,4760000000000.0,37217.64873,1.6531225969999999,United Kingdom,2.0,-111.0,Unitary
1.0,Environment,Japan,2008.0,Yes,296.0,11.0,No,No,Higher,5040000000000.0,39339.297569999995,-1.141424849,Japan,1.0,-44.0,Unitary
1.0,Environment,Japan,2009.0,Yes,254.0,8.0,No,No,Higher,5230000000000.0,40855.175639999994,-5.404594188,Italy,1.0,-77.0,Unitary
1.0,Environment,Japan,2011.0,No,193.0,10.0,No,No,Higher,6160000000000.0,48167.99727,0.069762808,France,0.0,365.0,Unitary
1.0,Environment,Japan,2015.0,No,376.0,11.0,No,No,Higher,4390000000000.0,34524.469860000005,1.3304008809999999,Germany,0.0,365.0,Unitary
1.0,Macro,Japan,1996.0,No,128.0,8.0,No,No,Higher,4830000000000.0,38436.92631,2.839291738,France,3.0,-37.0,Unitary
1.0,Macro,Japan,1996.0,No,128.0,8.0,No,No,Higher,4830000000000.0,38436.92631,2.839291738,France,3.0,-37.0,Unitary
1.0,Macro,Japan,1999.0,No,46.0,0.0,No,No,Higher,4560000000000.0,36026.55608,-0.433914444,Germany,4.0,-7.0,Unitary
0.0,Macro,Japan,2003.0,No,205.0,6.0,No,No,Higher,4450000000000.0,34808.39092,1.311201372,France,2.0,-16.0,Unitary
0.0,Macro,Japan,2004.0,No,252.0,1.0,No,No,Higher,4820000000000.0,37688.72234,2.170289266,United States,4.0,-17.0,Unitary
1.0,Macro,Japan,2011.0,No,193.0,11.0,No,No,Higher,6160000000000.0,48167.99727,0.069762808,France,1.0,106.0,Unitary
0.0,Macro,Japan,2012.0,No,141.0,11.0,No,No,Higher,6200000000000.0,48603.47665,1.6573175930000001,United States,1.0,146.0,Unitary
0.0,Macro,Japan,2012.0,No,141.0,11.0,No,No,Higher,6200000000000.0,48603.47665,1.6573175930000001,United States,1.0,146.0,Unitary
1.0,Macro,Japan,2012.0,No,141.0,11.0,No,No,Higher,6200000000000.0,48603.47665,1.6573175930000001,United States,1.0,146.0,Unitary
1.0,Macro,Japan,2012.0,No,141.0,11.0,No,No,Lower,6200000000000.0,48603.47665,1.6573175930000001,United States,1.0,146.0,Unitary
1.0,Macro,Japan,2013.0,No,214.0,16.0,No,No,Higher,5160000000000.0,40454.44746,2.147531753,United Kingdom,1.0,-39.0,Unitary
1.0,Macro,Japan,2013.0,No,214.0,16.0,No,No,Higher,5160000000000.0,40454.44746,2.147531753,United Kingdom,1.0,-39.0,Unitary
1.0,Macro,Japan,2015.0,No,376.0,14.0,No,No,Higher,4390000000000.0,34524.469860000005,1.3304008809999999,Germany,1.0,-11.0,Unitary
1.0,Macro,Japan,2015.0,No,376.0,14.0,No,No,Higher,4390000000000.0,34524.469860000005,1.3304008809999999,Germany,1.0,-11.0,Unitary
0.0,Macro,Japan,2016.0,No,342.0,18.0,No,No,Higher,4930000000000.0,38794.33094,0.725146429,Japan,3.0,-6.0,Unitary
0.0,Macro,Japan,2017.0,No,180.0,5.0,No,No,Higher,4860000000000.0,38331.9794,2.096551745,Italy,2.0,-15.0,Unitary
1.0,Education,Japan,1997.0,No,145.0,0.0,No,No,Higher,4410000000000.0,35021.71909,0.835496803,United States,0.0,365.0,Unitary
1.0,Education,Japan,2001.0,Yes,58.0,5.0,No,No,Higher,4300000000000.0,33846.465639999995,0.164695475,Italy,0.0,365.0,Unitary
1.0,Education,Japan,2001.0,No,58.0,5.0,No,No,Higher,4300000000000.0,33846.465639999995,0.164695475,Italy,0.0,365.0,Unitary
1.0,Education,Japan,2002.0,No,187.0,12.0,No,No,Higher,4120000000000.0,32289.350539999996,-0.114538322,Canada,0.0,365.0,Unitary
0.0,Education,Japan,2004.0,No,252.0,14.0,No,No,Higher,4820000000000.0,37688.72234,2.170289266,United States,0.0,365.0,Unitary
0.0,Education,Japan,2005.0,No,212.0,2.0,No,No,Higher,4760000000000.0,37217.64873,1.6531225969999999,United Kingdom,0.0,365.0,Unitary
0.0,Education,Japan,2006.0,No,317.0,36.0,No,No,Higher,4530000000000.0,35433.98896,1.355753419,Russia,1.0,-44.0,Unitary
0.0,Education,Japan,2006.0,Yes,317.0,36.0,No,No,Higher,4530000000000.0,35433.98896,1.355753419,Russia,1.0,-44.0,Unitary
0.0,Education,Japan,2007.0,Yes,329.0,5.0,No,No,Higher,4520000000000.0,35275.22843,1.537441316,Germany,0.0,365.0,Unitary
0.0,Education,Japan,2008.0,Yes,296.0,9.0,No,No,Higher,5040000000000.0,39339.297569999995,-1.141424849,Japan,0.0,365.0,Unitary
0.0,Education,Japan,2009.0,No,254.0,2.0,No,No,Higher,5230000000000.0,40855.175639999994,-5.404594188,Italy,0.0,365.0,Unitary
1.0,Conflict Prevention,Japan,1996.0,No,128.0,0.0,No,No,Higher,4830000000000.0,38436.92631,2.839291738,France,1.0,80.0,Unitary
0.0,Conflict Prevention,Japan,2000.0,Yes,105.0,0.0,Yes,No,Higher,4890000000000.0,38532.04088,2.607851315,Japan,1.0,-10.0,Unitary
-1.0,Conflict Prevention,Japan,2002.0,No,187.0,0.0,No,No,Lower,4120000000000.0,32289.350539999996,-0.114538322,Canada,2.0,-14.0,Unitary
-1.0,Conflict Prevention,Japan,2004.0,No,252.0,0.0,No,No,Higher,4820000000000.0,37688.72234,2.170289266,United States,2.0,-25.0,Unitary
1.0,Conflict Prevention,Japan,2005.0,No,212.0,0.0,No,No,Higher,4760000000000.0,37217.64873,1.6531225969999999,United Kingdom,2.0,-13.0,Unitary
0.0,Conflict Prevention,Japan,2006.0,No,317.0,2.0,Yes,No,Lower,4530000000000.0,35433.98896,1.355753419,Russia,1.0,-16.0,Unitary
0.0,Conflict Prevention,Japan,2007.0,No,329.0,0.0,No,No,Higher,4520000000000.0,35275.22843,1.537441316,Germany,2.0,-7.0,Unitary
0.0,Conflict Prevention,Japan,2009.0,No,254.0,11.0,No,No,Higher,5230000000000.0,40855.175639999994,-5.404594188,Italy,2.0,-13.0,Unitary
1.0,Social Policy,Japan,2000.0,No,105.0,6.0,No,No,Higher,4890000000000.0,38532.04088,2.607851315,Japan,0.0,365.0,Unitary
1.0,Social Policy,Japan,2000.0,No,105.0,6.0,No,No,Higher,4890000000000.0,38532.04088,2.607851315,Japan,0.0,365.0,Unitary
1.0,Social Policy,Japan,2000.0,No,105.0,6.0,No,No,Higher,4890000000000.0,38532.04088,2.607851315,Japan,0.0,365.0,Unitary
-1.0,Finance Crisis/Regulation,Japan,2001.0,No,58.0,3.0,No,No,Higher,4300000000000.0,33846.465639999995,0.164695475,Italy,4.0,-14.0,Unitary
-1.0,Finance Crisis/Regulation,Japan,2001.0,No,58.0,3.0,No,No,Higher,4300000000000.0,33846.465639999995,0.164695475,Italy,4.0,-14.0,Unitary
1.0,Finance Crisis/Regulation,Japan,2008.0,No,296.0,7.0,No,No,Higher,5040000000000.0,39339.297569999995,-1.141424849,Japan,4.0,-24.0,Unitary
1.0,Finance Crisis/Regulation,Japan,2009.0,No,254.0,15.0,No,No,Higher,5230000000000.0,40855.175639999994,-5.404594188,Italy,4.0,-26.0,Unitary
0.0,Finance Crisis/Regulation,Japan,2013.0,No,214.0,29.0,No,No,Higher,5160000000000.0,40454.44746,2.147531753,United Kingdom,1.0,-39.0,Unitary
1.0,Finance Crisis/Regulation,Japan,2014.0,No,141.0,8.0,No,No,Higher,4850000000000.0,38109.412110000005,0.507999337,European Union,1.0,128.0,Unitary
0.0,Finance Crisis/Regulation,Japan,2015.0,No,376.0,17.0,No,No,Higher,4390000000000.0,34524.469860000005,1.3304008809999999,Germany,1.0,-11.0,Unitary
1.0,Finance Crisis/Regulation,Japan,2015.0,No,376.0,17.0,No,Yes,Higher,4390000000000.0,34524.469860000005,1.3304008809999999,Germany,1.0,-11.0,Unitary
1.0,UN Reform,Japan,1996.0,No,128.0,8.0,Yes,Yes,Higher,4830000000000.0,38436.92631,2.839291738,France,0.0,365.0,Unitary
0.0,UN Reform,Japan,1996.0,No,128.0,8.0,No,No,Lower,4830000000000.0,38436.92631,2.839291738,France,0.0,365.0,Unitary
0.0,UN Reform,Japan,1996.0,No,128.0,8.0,Yes,No,Higher,4830000000000.0,38436.92631,2.839291738,France,0.0,365.0,Unitary
0.0,UN Reform,Japan,1996.0,No,128.0,8.0,Yes,No,Higher,4830000000000.0,38436.92631,2.839291738,France,0.0,365.0,Unitary
-1.0,Labour and Employment,Japan,1996.0,No,128.0,6.0,No,No,Higher,4830000000000.0,38436.92631,2.839291738,France,1.0,-86.0,Unitary
-1.0,Labour and Employment,Japan,1996.0,No,128.0,6.0,No,No,Higher,4830000000000.0,38436.92631,2.839291738,France,1.0,-86.0,Unitary
1.0,Labour and Employment,Japan,2012.0,No,141.0,2.0,No,No,Higher,6200000000000.0,48603.47665,1.6573175930000001,United States,0.0,365.0,Unitary
1.0,Labour and Employment,Japan,2017.0,No,180.0,1.0,No,No,Higher,4860000000000.0,38331.9794,2.096551745,Italy,1.0,188.0,Unitary
0.0,Nuclear Safety,Japan,1996.0,No,128.0,6.0,No,No,Lower,4830000000000.0,38436.92631,2.839291738,France,1.0,80.0,Unitary
0.0,Nuclear Safety,Japan,2010.0,Yes,73.0,1.0,No,No,Higher,5700000000000.0,44507.67639,4.173027538,Canada,1.0,-88.0,Unitary
1.0,East-West Relations,Japan,1996.0,No,128.0,0.0,No,No,Lower,4830000000000.0,38436.92631,2.839291738,France,1.0,80.0,Unitary
0.0,East-West Relations,Japan,1997.0,No,145.0,2.0,No,No,Lower,4410000000000.0,35021.71909,0.835496803,United States,1.0,87.0,Unitary
0.0,Human Rights,Japan,1996.0,No,128.0,5.0,No,No,Higher,4830000000000.0,38436.92631,2.839291738,France,0.0,365.0,Unitary
-1.0,Human Rights,Japan,2012.0,No,141.0,4.0,No,No,Higher,6200000000000.0,48603.47665,1.6573175930000001,United States,0.0,365.0,Unitary
1.0,Human Rights,Japan,2012.0,No,141.0,4.0,No,No,Higher,6200000000000.0,48603.47665,1.6573175930000001,United States,0.0,365.0,Unitary
1.0,Human Rights,Japan,2013.0,No,214.0,0.0,No,No,Lower,5160000000000.0,40454.44746,2.147531753,United Kingdom,0.0,365.0,Unitary
-1.0,Human Rights,Japan,2016.0,No,342.0,5.0,No,No,Higher,4930000000000.0,38794.33094,0.725146429,Japan,0.0,365.0,Unitary
0.0,Migration and Refugees,Japan,2015.0,No,376.0,0.0,No,No,Higher,4390000000000.0,34524.469860000005,1.3304008809999999,Germany,2.0,-54.0,Unitary
0.0,Migration and Refugees,Japan,2015.0,No,376.0,0.0,No,No,Higher,4390000000000.0,34524.469860000005,1.3304008809999999,Germany,2.0,-54.0,Unitary
0.0,Migration and Refugees,Japan,2015.0,No,376.0,0.0,No,No,Higher,4390000000000.0,34524.469860000005,1.3304008809999999,Germany,2.0,-54.0,Unitary
0.0,Migration and Refugees,Japan,2015.0,No,376.0,0.0,No,No,Higher,4390000000000.0,34524.469860000005,1.3304008809999999,Germany,2.0,-54.0,Unitary
1.0,Migration and Refugees,Japan,2017.0,No,180.0,2.0,No,No,Higher,4860000000000.0,38331.9794,2.096551745,Italy,1.0,-46.0,Unitary
0.0,Transparency,Japan,2013.0,No,214.0,21.0,No,No,Higher,5160000000000.0,40454.44746,2.147531753,United Kingdom,0.0,365.0,Unitary
0.0,Transparency,Japan,2013.0,No,214.0,21.0,No,No,Higher,5160000000000.0,40454.44746,2.147531753,United Kingdom,0.0,365.0,Unitary
